ID,Amt Requested,Amt Funded,Length,Monthly Pmt,Pmts to Date,State,Income,Open LoC,Total LoC,Employ,Purpose,FICO,Home,Utilization,Rate,D/I,Standing,Balance,Delinquent,Months
9441,10000,10000,36 months,342.22,5123.55,GA,11666.67,10,37,1,Major Appliance Purchase,660-680,Mortgage,89.30%,14.09%,15.28%,Currently paying,126439,0,30
9442,9000,9000,36 months,285.95,7414.16,NY,3916.67,12,48,< 1,Other,716-750,Mortgage,30.10%,8.94%,21.19%,Currently paying,10325,0,75
9443,20425,20425,60 months,521.45,0,UT,3750,6,16,10+,Consolidate Debt,716-750,Mortgage,97.20%,18.25%,17.57%,No payment due,29051,0,
9444,14500,14500,60 months,308.02,15311.71,MO,7644,14,35,10+,Consolidate Debt,716-750,Mortgage,65.10%,9.99%,22.79%,Paid,29903,0,28
9445,17500,16965.65,36 months,542.68,5421,MN,3583.33,16,36,10+,Consolidate Debt,751-780,Mortgage,20.40%,7.29%,13.67%,Currently paying,29359,0,
9446,8000,8000,36 months,256.76,2563.1,TX,3333.33,10,39,2,Consolidate Debt,716-750,Rent,56.10%,9.63%,27.96%,Currently paying,9428,0,
9447,9600,9600,36 months,318.22,5706,Tex,4000,17,25,2,Consolidate Debt,681-715,Mortgage,35.70%,11.86%,23.15%,Currently paying,12814,0,
9448,7100,7100,60 months,172.74,1721.6,AZ,3333.33,6,17,9,Home Improvement,681-715,Mortgage,91.00%,16.02%,18.48%,Currently paying,6013,1,9
9449,2800,2800,36 months,98.85,0,MD,7333.33,10,17,4,Consolidate Debt,660-680,Mortgage,79.60%,16.29%,13.66%,No payment due,6050,0,56
9450,5500,5500,60 months,141.59,564.76,NY,5000,5,7,10+,Consolidate Debt,681-715,Rent,72.60%,18.64%,16.60%,Currently paying,10453,0,
9451,4000,4000,36 months,131.89,1314.7,UT,6250,10,23,3,Renewable Energy,681-715,Mortgage,86.70%,11.49%,9.39%,Extremely late/charged off/default,15086,0,
9452,6000,6000,36 months,195.73,3904.2,FL,4250,12,23,6,Credit Card,681-715,Own,65.00%,10.75%,21.74%,Currently paying,22177,0,
9453,10000,10000,36 months,309.4,6794.26,WISC,4666.67,8,28,5,Home Improvement,751-780,Mortgage,20.70%,7.14%,4.84%,Currently paying,4502,0,
9454,20000,19550,36 months,682.08,0,NY,6666.67,13,26,2,Consolidate Debt,681-715,Rent,67.30%,13.85%,18.63%,Extremely late/charged off/default,12189,1,13
9455,7000,7000,36 months,228.02,455.02,MN,3640,7,11,3,Credit Card,681-715,Mortgage,78.10%,10.65%,5.38%,Currently paying,6245,0,39
9456,10000,10000,36 months,317.54,951.66,CA,2500,5,15,3,Consolidate Debt,716-750,Rent,75.80%,8.90%,11.80%,Currently paying,9769,0,
9457,25000,6100,60 months,574.35,1872.45,CA,7500,10,24,8,Home Improvement,751-780,Own,5.30%,13.43%,1.48%,Extremely late/charged off/default,1126,0,29
9458,15000,15000,60 months,338.85,3373.5,FL,8375,6,10,7,Consolidate Debt,716-750,Rent,64.80%,12.68%,9.29%,Currently paying,13537,0,
9459,18000,18000,36 months,586.32,585.43,MI,3750,5,15,2,Credit Card,716-750,Mortgage,93.10%,10.65%,18.59%,Currently paying,15741,0,
9460,18000,12025,60 months,287.41,5732.8,GA,7500,10,23,9,Consolidate Debt,681-715,Mortgage,19.40%,15.21%,7.17%,Currently paying,6937,0,
9461,17500,17500,60 months,415.5,5391.23,CA,3333,7,22,3,Consolidate Debt,716-750,Rent,41.10%,14.91%,20.37%,Currently paying,5555,0,40
9462,3000,3000,36 months,98.92,1777.32,NY,3171,5,7,10+,Other,681-715,Rent,92.10%,11.49%,17.60%,Currently paying,737,0,80
9463,7200,7200,60 months,151.68,7690.89,GA,2083.33,7,23,n/a,Credit Card,751-780,Mortgage,39.00%,9.63%,8.98%,Paid,8864,0,
9464,20000,20000,36 months,645.35,7074.54,CA,11666.67,6,25,3,Consolidate Debt,781+,Rent,5.10%,10.00%,5.25%,Currently paying,1412,0,
9465,9000,9000,36 months,276.91,9327.74,MD,6000,21,79,10+,Consolidate Debt,751-780,Mortgage,34.10%,6.76%,17.92%,Paid,15431,0,
9466,9600,9600,60 months,241.23,3120,CA,5416.67,2,4,3,small_business,660-680,Rent,1.70%,17.51%,2.71%,Currently paying,358,0,37
9467,20000,20000,60 months,491.59,2943,AZ,5333.33,19,30,10+,Consolidate Debt,681-715,Mortgage,21.50%,16.49%,12.53%,Currently paying,6647,0,45
9468,12000,12000,36 months,414.99,10935.13,SC,4333.33,3,8,6,Consolidate Debt,660-680,Mortgage,89.70%,14.83%,5.54%,Currently paying,3410,0,
9469,15000,15000,36 months,0,0,CA,3200,6,17,< 1,Consolidate Debt,681-715,Rent,84.90%,15.81%,6.63%,No payment due,14151,0,
9470,10000,10000,60 months,201.15,2612.09,MI,4000,7,16,n/a,Consolidate Debt,781+,Own,5.00%,7.66%,8.93%,Currently paying,2669,0,
9471,8000,8000,36 months,269.52,1883.77,NY,4333.33,12,28,1,Consolidate Debt,660-680,Rent,56.80%,12.99%,16.43%,Currently paying,8997,1,4
9472,7800,7800,36 months,261.65,1044.52,NY,3750,6,12,< 1,Consolidate Debt,681-715,Rent,66.80%,12.69%,9.39%,Currently paying,2338,0,
9473,10000,10000,36 months,335.07,10500.7,CA,7500,11,20,5,Credit Card,681-715,Mortgage,94.00%,12.61%,12.39%,Paid,48150,0,46
9474,6500,6500,36 months,212.64,7234.32,WA,4916.67,6,11,2,Credit Card,716-750,Rent,48.40%,10.95%,13.38%,Paid,6678,0,
9475,14000,14000,60 months,356.81,5340.3,NY,4166.67,11,17,3,Consolidate Debt,660-680,Mortgage,70.40%,18.17%,21.53%,Currently paying,9572,0,
9476,3000,3000,36 months,98.92,788.08,VA,8333.33,13,34,10+,Consolidate Debt,660-680,Mortgage,66.90%,11.49%,18.31%,Currently paying,11712,0,55
9477,25000,24550,60 months,686.79,6166.44,CA,6666.67,8,17,9,Home Improvement,660-680,Own,74.50%,21.74%,14.41%,Currently paying,6114,0,42
9478,6000,6000,36 months,186.61,1115.4,CA,1500,7,10,< 1,Consolidate Debt,716-750,Rent,41.60%,7.49%,20.47%,Currently paying,9621,0,
9479,13750,13750,36 months,476.39,15670.31,PA,4465.92,12,33,10+,Consolidate Debt,660-680,Rent,54.00%,14.96%,24.12%,Paid,13502,0,50
9480,20800,20800,36 months,685.75,20999.16,CA,15833,6,15,10+,Home Improvement,781+,Own,3.30%,11.48%,0.19%,Paid,682,0,
9481,2000,2000,36 months,61.89,999.22,PA,4500,4,21,n/a,Other,781+,Mortgage,63.70%,7.14%,5.47%,Currently paying,6885,0,
9482,15000,15000,36 months,469.22,7969.26,OK,6250,6,18,10+,Consolidate Debt,751-780,Mortgage,59.90%,7.88%,9.22%,Currently paying,9585,0,
9483,12000,12000,36 months,402.8,14042.75,NY,5370.83,5,41,3,Consolidate Debt,681-715,Rent,88.90%,12.73%,13.98%,Paid,31209,0,76
9484,7000,7000,36 months,217.07,2379.08,NY,5416.67,10,25,2,Major Appliance Purchase,716-750,Mortgage,39.10%,7.29%,14.75%,Currently paying,22815,0,33
9485,9600,9600,36 months,298.67,5653.45,CA,4000,7,18,5,Other,716-750,Mortgage,55.50%,7.51%,11.50%,Currently paying,9151,0,
9486,24000,24000,60 months,517.64,2576.35,CT,8333.33,13,36,3,Consolidate Debt,751-780,Mortgage,46.10%,10.65%,14.39%,Currently paying,38489,0,
9487,10000,10000,36 months,354,2473.45,VA,6833.33,8,13,4,Consolidate Debt,660-680,Mortgage,80.20%,16.49%,17.46%,Currently paying,17966,0,
9488,16750,16482.62,60 months,403.6,20432.75,PA,6250,9,21,3,Credit Card,681-715,Mortgage,33.70%,15.58%,16.19%,Paid,8488,0,
9489,24400,24400,36 months,774.78,2322.81,CA,7500,5,8,6,Consolidate Debt,751-780,Mortgage,13.90%,8.90%,2.43%,Currently paying,2979,0,
9490,20000,20000,60 months,495.12,8395.45,CO,6250,7,14,4,Consolidate Debt,681-715,Mortgage,76.90%,16.82%,13.71%,Currently paying,40697,0,44
9491,15000,15000,36 months,481.42,17191.86,NY,15833.33,11,37,8,Consolidate Debt,751-780,Rent,17.50%,9.63%,9.64%,Paid,12228,0,
9492,10400,9924.27,36 months,351.21,10866.43,CA,7083.33,9,16,7,Consolidate Debt,681-715,Mortgage,30.70%,13.16%,6.73%,Currently paying,4611,1,3
9493,22000,22000,60 months,503.17,9040.32,VA,8666.67,8,19,6,Consolidate Debt,716-750,Mortgage,63.30%,13.23%,5.22%,Currently paying,13745,0,
9494,30000,29800.38,60 months,790.49,4727.4,GA,6250,2,18,10+,Consolidate Debt,681-715,Own,86.10%,19.74%,20.03%,Extremely late/charged off/default,7143,0,24
9495,18000,18000,36 months,603.81,0,KS,5000,10,24,6,Consolidate Debt,681-715,Mortgage,62.90%,12.69%,14.94%,No payment due,13277,0,73
9496,12000,12000,36 months,414.76,3311.68,WA,2000,4,4,< 1,Major Appliance Purchase,681-715,Rent,38.30%,14.79%,4.90%,Currently paying,3639,0,
9497,1200,1200,36 months,38.67,38.47,PA,1667,22,37,3,Consolidate Debt,716-750,Rent,1.20%,9.91%,5.28%,No payment due,153,0,
9498,22000,12675,60 months,304.47,606.3,AZ,7916.67,9,39,6,Consolidate Debt,716-750,Mortgage,66.90%,12.69%,11.72%,Currently paying,16883,0,34
9499,2800,2800,36 months,97.36,1839.96,OH,1733.33,6,6,< 1,Other,660-680,Rent,56.90%,15.21%,14.02%,Currently paying,3016,0,
9500,14000,14000,36 months,469.63,468.52,FL,7083.33,13,29,< 1,Consolidate Debt,681-715,Mortgage,84.00%,12.69%,17.48%,Currently paying,51568,0,
9501,5000,5000,36 months,164.86,984.84,NJ,5416.67,11,11,3,Medical Expenses,681-715,Rent,5.70%,11.49%,2.97%,Currently paying,2456,0,
9502,12000,12000,36 months,404.94,8484.84,NY,4750,20,29,10+,Consolidate Debt,681-715,Rent,60.70%,13.11%,18.93%,Currently paying,23864,0,32
9503,18500,13250,60 months,292.81,583.92,CA,8333.33,7,10,2,Major Appliance Purchase,751-780,Rent,10.40%,11.71%,0.72%,Currently paying,6149,0,
9504,7200,7200,36 months,239.11,1195.25,Ill,4166.67,3,6,6,small_business,716-750,Rent,63.70%,11.99%,4.99%,No payment due,4842,0,
9505,10000,10000,36 months,334.16,1333.56,NY,3333.33,10,16,< 1,Consolidate Debt,681-715,Rent,75.40%,12.42%,8.55%,Currently paying,9500,0,46
9506,8000,8000,36 months,242.62,3141.32,MO,4250,7,25,2,Consolidate Debt,716-750,Rent,38.60%,5.79%,16.94%,Currently paying,8289,0,36
9507,2500,2500,36 months,75.4,976.43,CA,3333,9,27,2,Major Appliance Purchase,781+,Mortgage,28.30%,5.42%,8.76%,Currently paying,5912,0,
9508,4000,4000,36 months,121.75,0,CA,4833.33,12,35,3,Moving,781+,Rent,0.40%,6.03%,5.77%,No payment due,136,0,
9509,13475,13475,60 months,314.73,3131.6,FL,2833.33,4,10,n/a,Moving,716-750,Mortgage,26.90%,14.17%,2.61%,Currently paying,2313,0,
9510,13500,13500,36 months,435.55,2604.78,KY,6333.33,7,20,10+,Consolidate Debt,716-750,Mortgage,57.60%,9.99%,6.96%,Currently paying,15409,0,
9511,8000,8000,36 months,261.89,6004.15,WI,10833.33,9,28,2,Consolidate Debt,681-715,Rent,75.60%,10.99%,6.27%,Currently paying,18755,0,27
9512,4000,4000,36 months,123.07,2326.74,WISC,3166.67,12,19,9,Other,781+,Mortgage,4.80%,6.76%,1.45%,Currently paying,1836,0,
9513,7200,7200,36 months,231.08,8315.4,CA,3750,9,13,1,Consolidate Debt,716-750,Rent,31.10%,9.63%,6.80%,Paid,9500,0,
9514,1200,1200,36 months,40.79,688.16,NY,4416.67,22,36,10+,Consolidate Debt,681-715,Rent,63.30%,13.61%,18.18%,Currently paying,11623,0,37
9515,4000,4000,36 months,135.7,2974.62,AL,5416.67,6,14,3,Major Appliance Purchase,660-680,Mortgage,88.80%,13.48%,14.10%,Currently paying,14293,0,30
9516,3500,3500,36 months,114.57,3652.13,PA,5200,12,33,< 1,Major Appliance Purchase,681-715,Rent,27.20%,10.99%,11.98%,Paid,6334,0,38
9517,10000,10000,60 months,216.18,3888,OR,3791.67,7,12,< 1,Consolidate Debt,751-780,Rent,43.40%,10.75%,9.52%,Currently paying,3953,0,
9518,6000,6000,36 months,185.24,1479.92,LA,3333.33,10,27,2,Consolidate Debt,716-750,Mortgage,21.30%,6.99%,7.05%,Currently paying,7062,0,25
9519,10000,10000,36 months,351.58,10504.77,CA,5570.61,10,15,3,Consolidate Debt,660-680,Rent,87.80%,16.00%,10.30%,Currently paying,15735,1,22
9520,2400,2400,36 months,78.28,858.11,UT,7583.33,17,40,10+,Credit Card,681-715,Mortgage,41.70%,10.74%,21.30%,Currently paying,22299,0,40
9521,5100,5100,60 months,124,739.2,NJ,5638,11,16,4,Home Improvement,716-750,Rent,0.20%,15.99%,12.26%,Currently paying,14,0,
9522,18400,18400,36 months,634.35,19237.51,FL,10083.33,8,16,10+,small_business,751-780,Rent,17.50%,14.61%,13.09%,Currently paying,14375,0,
9523,20000,20000,36 months,622.04,4967.76,VA,6666.67,6,23,3,Credit Card,716-750,Rent,74.50%,7.49%,15.60%,Currently paying,27119,0,
9524,10000,10000,36 months,341.73,0,FL,2333.33,20,22,2,Credit Card,681-715,Mortgage,59.90%,13.99%,22.75%,No payment due,10837,0,
9525,10000,10000,36 months,355.99,2125.5,NY,10000,18,27,6,Consolidate Debt,660-680,Mortgage,55.10%,16.89%,17.06%,Currently paying,16313,1,11
9526,21625,21625,60 months,488.62,1462.68,GA,4500,17,39,10+,Consolidate Debt,716-750,Rent,64.80%,12.69%,29.09%,Currently paying,26177,0,35
9527,12000,12000,60 months,266.88,1857.31,NY,5833.33,13,23,7,Credit Card,716-750,Rent,53.40%,11.99%,17.49%,Currently paying,17289,0,
9528,6500,6500,36 months,223.01,444.72,WV,4041.67,2,28,1,Consolidate Debt,681-715,Mortgage,62.31%,14.27%,11.36%,Currently paying,0,0,35
9529,28500,28500,36 months,904.97,0,IL,5980,12,29,< 1,Credit Card,716-750,Mortgage,64.30%,8.90%,12.07%,No payment due,24903,0,
9530,12000,12000,36 months,419.41,7531.02,AK,4800,8,24,9,Home Improvement,660-680,Mortgage,48.90%,15.58%,20.67%,Currently paying,4600,1,14
9531,3250,3250,36 months,110.28,657.42,NM,5000,12,24,4,Home Improvement,660-680,Mortgage,22.90%,13.49%,15.28%,Currently paying,869,0,46
9532,7350,7350,36 months,228.6,3047.72,NH,3749.58,16,17,2,Credit Card,716-750,Rent,71.10%,7.49%,19.82%,Currently paying,9882,0,
9533,18000,18000,36 months,589.22,4699.84,PA,7560.17,7,18,7,Consolidate Debt,716-750,Mortgage,21.30%,10.99%,11.90%,Currently paying,2444,0,
9534,4500,4500,36 months,138.47,3174.92,PA,3466.67,8,16,2,Credit Card,751-780,Mortgage,35.60%,6.76%,5.68%,Currently paying,5550,0,
9535,10000,10000,36 months,347.98,0,MA,5416.67,13,35,< 1,Consolidate Debt,681-715,Rent,94.70%,15.27%,9.99%,Currently paying,17038,0,
9536,11500,8275,36 months,250.96,3501.82,VA,5208.33,9,22,5,Consolidate Debt,751-780,Rent,12.60%,5.79%,12.21%,Currently paying,3102,0,57
9537,7400,7400,36 months,228.46,1369.14,CA,5166.67,8,30,< 1,Consolidate Debt,751-780,Rent,8.90%,6.99%,10.43%,Currently paying,2057,0,
9538,20000,20000,36 months,659.37,19087.51,NJ,7083.33,11,15,4,Other,781+,Rent,1.90%,11.48%,10.07%,Currently paying,760,0,
9539,12000,11990.32,36 months,411.67,11079.99,NJ,6166.67,11,42,5,Consolidate Debt,681-715,Any,92.20%,14.26%,20.72%,Currently paying,16958,0,
9540,15000,12732.87,36 months,462.54,7398.88,CA,5000,6,12,10+,Credit Card,716-750,Mortgage,67.30%,6.91%,14.28%,Currently paying,10357,0,
9541,22000,22000,60 months,506.11,3527.58,FL,4916.67,3,21,10+,Credit Card,751-780,Mortgage,68.10%,13.49%,10.78%,Currently paying,21660,0,
9542,6000,6000,60 months,143.38,2138.25,CA,4000,11,42,1,Consolidate Debt,660-680,Mortgage,50.60%,15.20%,11.15%,Currently paying,11991,0,25
9543,5000,5000,36 months,164.56,5767.22,WV,5600,6,10,4,small_business,716-750,Rent,3.30%,11.36%,12.16%,Paid,115,0,
9544,8500,8500,36 months,287.31,3811.73,NY,1500,13,16,2,Major Appliance Purchase,681-715,Rent,46.40%,13.22%,13.67%,Extremely late/charged off/default,4867,0,
9545,10000,10000,36 months,327.36,6844.11,GA,3916.58,14,32,2,Consolidate Debt,716-750,Rent,63.50%,10.99%,7.15%,Currently paying,9345,0,
9546,12000,8750,60 months,286.93,1713.18,WA,4166.67,10,12,7,Credit Card,681-715,Mortgage,64.20%,15.23%,20.18%,Currently paying,18559,0,
9547,24000,24000,36 months,785.62,6269.04,CA,7083.33,13,24,10+,Other,716-750,Mortgage,56.40%,10.99%,12.79%,Currently paying,11893,0,
9548,4975,4975,36 months,154.77,3136.94,FL,2833.33,10,12,3,Major Appliance Purchase,716-750,Rent,3.10%,7.51%,3.64%,Late,655,0,
9549,10000,10000,36 months,345.29,11671.21,CA,3200,4,12,7,Major Appliance Purchase,681-715,Mortgage,90.70%,14.72%,8.63%,Paid,272,0,31
9550,7500,7500,60 months,170.88,8266.03,WISC,3166.67,5,7,1,Wedding,716-750,Rent,34.20%,13.06%,10.99%,Paid,2664,0,
9551,5000,4389.36,36 months,165.82,5967.36,MN,3750,5,10,< 1,Car Loan,681-715,Rent,12.60%,11.89%,5.47%,Paid,452,0,24
9552,12000,2900,60 months,248.41,3967.68,CA,5833.33,15,19,3,Consolidate Debt,716-750,Mortgage,27.30%,8.88%,11.74%,Currently paying,9095,0,
9553,900,900,36 months,28.47,947.36,NC,4750,2,4,4,Home Improvement,716-750,Own,3.30%,8.63%,0.32%,Paid,167,0,0
9554,15000,15000,36 months,483.94,3381.84,GA,6413.33,13,38,< 1,Consolidate Debt,716-750,Mortgage,46.20%,9.99%,21.74%,Currently paying,8221,0,72
9555,3200,3200,36 months,106.61,3723.3,AZ,1666.67,7,19,7,Consolidate Debt,716-750,Own,22.20%,12.21%,5.04%,Currently paying,3246,0,45
9556,11000,11000,60 months,241.87,2154.24,NY,4750,11,39,5,Consolidate Debt,716-750,Mortgage,59.40%,11.49%,12.08%,Currently paying,7127,0,50
9557,16000,16000,60 months,369.07,6980.22,NY,8333.33,5,9,3,Car Loan,716-750,Mortgage,50.20%,13.61%,3.84%,Currently paying,7025,0,
9558,12600,12600,60 months,344.29,0,NJ,13166.67,10,25,10+,Consolidate Debt,681-715,Mortgage,79.90%,21.48%,9.24%,No payment due,7592,0,47
9559,9000,9000,36 months,277.53,3604.38,NV,7333.33,8,13,10+,Credit Card,716-750,Rent,69.50%,6.91%,24.18%,Currently paying,46322,0,
9560,20000,20000,36 months,643.1,0,NJ,6333.33,11,47,10+,Consolidate Debt,716-750,Rent,63.00%,9.76%,15.60%,No payment due,24779,0,
9561,6000,6000,36 months,190.52,380.28,NJ,2400,11,13,8,Consolidate Debt,681-715,Own,36.80%,8.90%,13.17%,Currently paying,5269,0,
9562,24000,24000,60 months,518.72,5705.04,OH,8500,11,41,10+,Consolidate Debt,751-780,Rent,67.90%,10.74%,9.74%,Currently paying,14931,0,
9563,7425,7425,36 months,225.99,1351.45,SC,5416.67,10,19,10+,Consolidate Debt,751-780,Mortgage,35.20%,6.03%,19.40%,Currently paying,21626,0,
9564,2500,2500,60 months,61.83,2535,TX,4166.67,16,35,3,Consolidate Debt,660-680,Rent,61.90%,16.77%,20.28%,Paid,7800,0,
9565,9400,6700,36 months,206.61,2890.58,GA,2600,14,19,2,Consolidate Debt,716-750,Rent,79.40%,6.91%,13.54%,Currently paying,8992,0,
9566,1500,1500,36 months,48.15,1574.89,AZ,7725,14,34,6,Other,681-715,Mortgage,65.30%,9.63%,16.98%,Paid,30626,1,21
9567,7500,7500,36 months,244.2,5359.42,VA,3750,8,20,8,Wedding,681-715,Mortgage,52.90%,10.62%,10.00%,Currently paying,4339,1,11
9568,18000,18000,36 months,589.24,13501.69,Tex,6100,6,21,5,Home Improvement,716-750,Mortgage,2.30%,10.99%,0.26%,Currently paying,526,0,
9569,8400,8400,36 months,296.65,5331.78,GA,3500,6,7,7,Other,660-680,Rent,28.00%,16.32%,23.23%,Currently paying,1566,0,
9570,31825,31825,60 months,707.77,4242.66,FL,5000,16,39,10+,Consolidate Debt,751-780,Mortgage,36.90%,11.99%,20.40%,Currently paying,50561,0,
9571,4750,4750,36 months,151.75,4979.49,PA,1416.67,19,37,< 1,Educational Expenses,716-750,Rent,6.40%,9.32%,18.28%,Currently paying,842,0,
9572,4400,4400,36 months,146.13,1314.72,CA,4354.67,3,5,10+,Consolidate Debt,681-715,Rent,14.40%,11.99%,5.40%,Currently paying,260,0,49
9573,14000,14000,36 months,437.93,14091.26,FL,9000,9,22,9,small_business,781+,Own,0.00%,7.88%,0.11%,Currently paying,0,0,
9574,7550,7550,36 months,257.74,8692.06,NY,3333.33,9,31,2,Consolidate Debt,681-715,Rent,91.80%,13.92%,22.05%,Paid,24604,0,60
9575,13000,13000,60 months,280.97,3650.66,VA,7002.67,8,12,2,Other,716-750,Rent,67.10%,10.74%,22.73%,Currently paying,7659,0,26
9576,7000,7000,36 months,237.92,4485.82,GA,5416.67,8,12,3,Consolidate Debt,681-715,Mortgage,81.90%,13.61%,21.54%,Currently paying,14092,0,
9577,1200,900,36 months,37.61,1285.44,NY,1233.33,8,25,5,Consolidate Debt,716-750,Rent,6.50%,8.00%,2.43%,Paid,1946,0,0
9578,25000,15100,60 months,348.31,7292.04,Ill,8333.33,12,30,7,Credit Card,716-750,Rent,48.50%,13.61%,23.81%,Currently paying,49975,0,
9579,16000,16000,36 months,0,0,TX,5000,8,22,4,Consolidate Debt,751-780,Mortgage,63.90%,7.90%,5.56%,No payment due,9269,0,
9580,10000,10000,36 months,347.79,2082.6,AR,3200,5,13,5,Medical Expenses,660-680,Rent,51.10%,15.23%,8.34%,Currently paying,1482,2,15
9581,12000,12000,36 months,402.54,803.2,CA,6666.67,13,21,5,Consolidate Debt,660-680,Rent,71.10%,12.69%,18.34%,Currently paying,18008,0,
9582,4800,4800,36 months,150.2,600.24,CA,4600,9,22,2,Other,751-780,Rent,8.80%,7.90%,10.17%,Currently paying,2245,0,
9583,12000,12000,36 months,399.26,0,NY,10416.67,10,13,2,Credit Card,681-715,Mortgage,66.40%,12.12%,7.24%,No payment due,31489,0,
9584,8975,8975,36 months,315.63,3766.44,NC,2750,8,15,4,Consolidate Debt,660-680,Rent,97.70%,16.02%,22.98%,Currently paying,18270,0,
9585,25000,25000,36 months,813.63,6499.84,MA,6500,17,38,9,Consolidate Debt,716-750,Mortgage,50.10%,10.59%,23.11%,Currently paying,53302,0,
9586,15000,11725,60 months,302.8,12269.76,GA,10833.33,7,37,5,Vacation,681-715,Rent,23.10%,18.79%,4.10%,Paid,4709,1,17
9587,20950,20950,60 months,496.1,4460.76,MD,6250,10,37,2,Consolidate Debt,716-750,Mortgage,66.10%,14.79%,14.37%,Currently paying,24907,0,61
9588,5000,5000,36 months,155.3,4184.19,CT,4166.67,7,24,10+,Consolidate Debt,751-780,Rent,47.50%,7.40%,17.93%,Currently paying,16685,0,
9589,14000,14000,36 months,451.75,5403.96,CA,10000,5,16,2,Consolidate Debt,716-750,Rent,88.10%,10.00%,13.36%,No payment due,22114,0,
9590,7000,7000,36 months,227.82,1817.04,OR,4166.67,11,13,5,Home Improvement,681-715,Mortgage,18.10%,10.59%,6.67%,Currently paying,5935,0,
9591,25000,18425,36 months,647.32,20020.22,CA,7000,8,21,7,small_business,681-715,Rent,1.50%,15.95%,11.46%,Paid,330,0,
9592,6500,6500,36 months,211.73,422.62,Tex,2550,9,18,< 1,Consolidate Debt,681-715,Rent,62.90%,10.65%,13.45%,Currently paying,6477,0,31
9593,35000,35000,60 months,760.82,6080.08,CA,11250,17,49,10+,Consolidate Debt,781+,Mortgage,18.40%,10.99%,14.57%,Currently paying,11113,0,
9594,4800,4800,36 months,162.87,972.24,GA,5416.67,9,16,1,Moving,660-680,Own,82.30%,13.49%,5.11%,Currently paying,6505,0,24
9595,15000,15000,36 months,505.34,4541.67,CA,5166.67,5,6,5,Credit Card,681-715,Rent,73.70%,12.99%,16.82%,Currently paying,16283,0,
9596,3000,3000,36 months,101.8,203.22,CA,8750,8,22,3,Consolidate Debt,660-680,Rent,79.60%,13.49%,7.25%,Currently paying,15209,1,22
9597,8600,8600,60 months,185.49,740.08,NJ,5325,14,29,10+,Consolidate Debt,716-750,Rent,37.00%,10.65%,24.08%,Currently paying,12904,0,
9598,7000,7000,36 months,242.35,2417.3,CA,2666.67,4,11,1,Consolidate Debt,681-715,Rent,96.10%,14.91%,8.93%,Currently paying,3844,0,
9599,10000,10000,36 months,351.53,2097.48,DE,9166.67,5,23,4,Consolidate Debt,660-680,Rent,22.90%,15.99%,6.56%,Currently paying,1053,1,12
9600,6000,6000,36 months,196.78,3134.56,CA,5672.12,6,23,7,Consolidate Debt,681-715,Rent,14.10%,11.12%,16.22%,Currently paying,578,0,58
9601,20000,20000,36 months,682.1,14309.61,CA,6541.67,15,34,10+,Consolidate Debt,681-715,Rent,42.10%,13.85%,12.15%,Currently paying,28315,0,43
9602,7200,7200,60 months,172.31,0,Tex,2583.33,12,36,n/a,Consolidate Debt,681-715,Mortgage,36.50%,15.27%,19.24%,No payment due,5979,1,11
9603,7900,7900,60 months,0,0,TX,6912,3,6,5,Wedding,681-715,Rent,50.60%,22.45%,1.06%,No payment due,2937,0,44
9604,3000,3000,36 months,98.21,586.26,CA,5583.33,6,36,10+,Consolidate Debt,681-715,Rent,40.30%,10.99%,20.96%,Currently paying,1531,0,25
9605,7200,7200,36 months,224.5,2902.77,CA,4583,9,17,5,Other,681-715,Rent,24.40%,7.66%,20.25%,Currently paying,2787,0,38
9606,9600,9600,36 months,314.25,2195.9,KS,2833.33,8,10,7,Consolidate Debt,716-750,Rent,37.80%,10.99%,4.45%,Currently paying,3708,0,
9607,2800,2800,36 months,98.45,615.62,NV,2783,5,9,3,Medical Expenses,660-680,Rent,12.10%,16.00%,14.77%,Extremely late/charged off/default,339,0,32
9608,9000,9000,36 months,271.44,3787.42,WA,22166.67,7,29,10+,Home Improvement,781+,Mortgage,21.50%,5.42%,5.54%,Currently paying,17076,0,
9609,8000,8000,36 months,282.41,282.18,OH,8684,4,9,1,Other,681-715,Rent,97.00%,16.29%,7.35%,Currently paying,23000,0,
9610,15650,15650,60 months,397.33,0,NC,3500,4,14,4,Consolidate Debt,716-750,Rent,95.70%,17.99%,29.11%,No payment due,13115,0,
9611,5000,5000,36 months,155.81,0,PA,4058.33,13,24,2,Medical Expenses,716-750,Mortgage,23.20%,7.62%,25.16%,No payment due,8618,0,
9612,4900,4900,36 months,149.14,2746.96,CO,6416.67,9,26,10+,Credit Card,781+,Mortgage,36.90%,6.03%,4.82%,Currently paying,27838,0,
9613,18000,18000,36 months,563.23,1687.71,GA,6666.67,8,15,10+,Credit Card,716-750,Mortgage,74.50%,7.90%,15.00%,Currently paying,16149,0,
9614,16500,16500,36 months,516.13,16652.01,CA,5666.67,7,26,10+,Credit Card,751-780,Rent,19.20%,7.88%,2.86%,Paid,10409,0,
9615,10000,10000,36 months,335.45,0,CA,1500,9,11,5,Consolidate Debt,681-715,Rent,26.50%,12.69%,14.53%,No payment due,9397,0,
9616,8000,8000,36 months,256.76,3329.56,KS,3666.67,7,19,2,Credit Card,716-750,Mortgage,55.60%,9.63%,11.32%,Currently paying,4780,0,38
